"","campus","faculty","semester","program","gender1","gender2","enough_info_delivery","enough_info_assessment","enough_time","online_access","resource_access","scheduled_learning","learning_duration","collaborative_study","constant_feedback","comfortably_study","STD.DVN","gender"
"22692",5,24,"4.0","Diploma in office management and technology",NA,"Female",3,4,3,2,2,3,2,2,4,2,0.781024968,NA
"22706",5,24,"2.0","KBA118","Male",NA,4,4,4,2,4,3,3,4,3,2,0.781024968,"Male"
"22717",3,9,"6.0","AS245",NA,"Female",4,4,4,2,3,4,4,3,3,2,0.781024968,NA
"22720",5,10,"2.0","DIPLOMA SAINS KOMPUTER",NA,"Female",4,4,4,3,2,4,4,3,3,2,0.781024968,NA
"22733",3,12,"4.0","SR 111",NA,"Female",3,3,2,1,1,2,3,3,3,2,0.781024968,NA
"22761",3,9,"4.0","Industrial Chemistry","Male",NA,3,4,2,2,2,3,4,2,3,2,0.781024968,"Male"
"22806",5,23,"5.0","Bachelor in Accountancy (AC220)",NA,"Female",2,3,1,3,3,1,3,3,2,2,0.781024968,NA
"22826",5,24,"4.0","BA242",NA,"Female",3,3,3,3,3,2,2,3,4,1,0.781024968,NA
"22832",5,26,"4.0","IM244",NA,"Female",3,3,3,3,3,2,3,2,4,1,0.781024968,NA
"22866",5,24,"5.0","BA242",NA,"Female",3,3,1,2,3,2,3,2,3,1,0.781024968,NA
"22925",3,12,"4.0","SR113",NA,"Female",3,4,3,3,4,3,3,3,5,5,0.8,NA
"22941",3,9,"4.0","AS113","Male",NA,4,4,3,4,4,2,3,3,4,5,0.8,"Male"
"22948",5,10,"2.0","Cs110","Male",NA,4,5,3,5,5,5,4,5,3,5,0.8,"Male"
"22962",5,24,"4.0","International business","Male",NA,3,3,4,3,3,4,4,2,3,5,0.8,"Male"
"22993",3,11,"2.0","Science Geomatic",NA,"Female",3,3,2,2,4,4,4,4,4,4,0.8,NA
"23001",3,13,"2.0","AT110",NA,"Female",4,4,4,2,2,4,4,4,4,4,0.8,NA
"23010",5,23,"6.0","Accountancy",NA,"Female",4,4,2,3,2,3,4,4,4,4,0.8,NA
"23032",5,10,"4.0","CS110",NA,"Female",3,2,4,2,4,4,4,3,4,4,0.8,NA
"23045",3,13,"6.0","Bachelor of science in Agrotechnology (Hons) Horticulture Technology",NA,"Female",4,4,3,2,2,4,4,3,4,4,0.8,NA
"23052",5,26,"4.0","IM120",NA,"Female",4,3,2,4,4,2,4,3,4,4,0.8,NA
"23088",5,23,"3.0","AC220","Male",NA,3,4,4,3,4,2,4,2,4,4,0.8,"Male"
"23109",3,12,"2.0","SR113","Male",NA,5,4,3,3,2,4,3,3,3,4,0.8,"Male"
"23125",3,10,"4.0","Diploma of Computer Science (CS110)",NA,"Female",4,3,4,2,4,4,4,3,2,4,0.8,NA
"23137",3,9,"4.0","AS113","Male",NA,4,5,5,3,4,5,5,5,5,3,0.8,"Male"
"23148",5,10,"3.0","Science computer","Male",NA,4,4,2,3,3,4,4,4,5,3,0.8,"Male"
"23156",5,23,"5.0","AC220","Male",NA,5,5,5,5,5,5,5,3,5,3,0.8,"Male"
"23164",5,26,"4.0","sarjana muda sains maklumat pengurusan perpustakaan",NA,"Female",5,5,5,4,5,5,4,3,5,3,0.8,NA
"23194",5,10,"2.0","Mathematical Science",NA,"Female",3,3,4,3,3,5,2,4,4,3,0.8,NA
"23199",3,11,"4.0","Degree in science survey and mapping","Male",NA,3,4,4,2,4,5,4,3,4,3,0.8,"Male"
"23200",5,24,"2.0","BA111",NA,"Female",4,4,3,2,4,5,4,3,4,3,0.8,NA
"23207",3,13,"2.0","AT110",NA,"Female",4,4,5,2,3,4,4,3,4,3,0.8,NA
"23214",5,24,"2.0","Bachelor of Business Administration (Hons.) Business Economic",NA,"Female",4,4,4,2,2,4,4,3,4,3,0.8,NA
"23226",5,15,"2.0","DIPLOMA PUBLIC ADMINISTRATION",NA,"Female",5,5,3,3,3,3,4,3,4,3,0.8,NA
"23237",3,12,"3.0","SR243",NA,"Female",3,3,2,1,2,2,3,3,4,3,0.8,NA
"23248",5,24,"3.0","Bachelor in Finance",NA,"Female",4,4,2,3,4,4,4,2,4,3,0.8,NA
"23253",3,9,"2.0","Industrial chemistry",NA,"Female",4,4,4,2,3,4,4,2,4,3,0.8,NA
"23282",5,24,"1.0","BA118",NA,"Female",3,4,5,5,3,3,4,3,3,3,0.8,NA
"23306",5,10,"2.0","CS110",NA,"Female",3,4,2,2,2,3,3,1,3,3,0.8,NA
"23319",3,10,"2.0","Mathematical Science",NA,"Female",4,4,3,3,3,4,5,3,2,3,0.8,NA
"23379",3,9,"2.0","Diploma in Industrial Chemistry","Male",NA,4,3,4,2,4,4,3,4,4,2,0.8,"Male"
"23419",3,9,"2.0","Technology polimer","Male",NA,4,4,4,2,3,4,4,3,4,2,0.8,"Male"
"23430",5,10,"2.0","CS110",NA,"Female",4,4,3,4,2,4,4,3,4,2,0.8,NA
"23435",3,9,"2.0","AS120",NA,"Female",4,4,4,3,2,4,4,3,4,2,0.8,NA
"23449",3,13,"2.0","DIploma",NA,"Female",4,4,3,5,3,3,3,3,4,2,0.8,NA
"23509",3,9,"4.0","AS113",NA,"Female",4,3,4,4,4,3,4,2,4,2,0.8,NA
"23527",3,11,"4.0","AP220","Male",NA,4,4,4,4,4,3,3,2,4,2,0.8,"Male"
"23540",5,24,"4.0","Office Management and Technology","Male",NA,4,3,3,2,2,2,2,2,4,2,0.8,"Male"
"23551",3,9,"2.0","AS115",NA,"Female",4,4,4,3,2,4,4,4,3,2,0.8,NA
"23555",3,9,"4.0","AS201",NA,"Female",4,5,3,4,4,4,4,3,3,2,0.8,NA
"23557",3,9,"4.0","Bachelor in Physic",NA,"Female",4,4,2,4,4,4,4,3,3,2,0.8,NA
"23613",3,10,"3.0","Bachelor in Information technology",NA,"Female",4,4,2,2,3,2,2,2,3,2,0.8,NA
"23622",5,17,"2.0","AD111",NA,"Female",3,3,4,2,2,3,3,1,3,2,0.8,NA
"23640",5,24,"4.0","BA119","Male",NA,2,4,2,2,2,2,4,2,2,2,0.8,"Male"
"23653",3,13,"2.0","Diploma plantation management","Male",NA,3,3,2,2,3,2,3,3,4,1,0.8,"Male"
"23687",3,9,"2.0","AS120",NA,"Female",3,3,3,2,2,4,3,2,3,1,0.8,NA
"23688",5,10,"2.0","Science computer","Male",NA,3,2,1,3,3,3,3,2,3,1,0.8,"Male"
"23695",3,9,"2.0","Diploma in Science",NA,"Female",3,3,3,1,2,3,3,2,3,1,0.8,NA
"23702",5,24,"4.0","Ba246",NA,"Female",3,4,2,3,2,2,2,2,3,1,0.8,NA
"23720",5,15,"4.0","Administrative science",NA,"Female",3,2,3,3,3,3,2,1,3,1,0.8,NA
"23727",3,10,"1.0","CS240","Male",NA,2,3,1,3,3,3,3,3,2,1,0.8,"Male"
"23728",5,24,"4.0","KBA242",NA,"Female",3,3,4,2,2,3,3,3,2,1,0.8,NA
"23731",3,9,"2.0","applied sciences",NA,"Female",3,4,2,2,3,2,2,3,2,1,0.8,NA
"23771",3,10,"4.0","Bachelor in Information Technology","Male",NA,4,3,3,2,4,4,3,3,4,5,0.806225775,"Male"
"23785",3,12,"4.0","S4245","Male",NA,3,4,3,2,3,3,4,4,5,4,0.806225775,"Male"
"23786",5,23,"2.0","AC110","Male",NA,4,4,3,3,3,2,3,4,5,4,0.806225775,"Male"
"23803",3,9,"6.0","Bachelor of science in physics",NA,"Female",4,4,2,2,4,4,4,3,4,4,0.806225775,NA
"23815",3,9,"4.0","AS115",NA,"Female",5,4,3,3,4,2,3,3,4,4,0.806225775,NA
"23850",5,23,"2.0","AC220",NA,"Female",4,3,4,3,2,4,3,4,5,3,0.806225775,NA
"23863",3,10,"4.0","CS143",NA,"Female",4,4,3,3,4,4,3,2,5,3,0.806225775,NA
"23871",3,9,"2.0","Bachelor of Applied Chemistry",NA,"Female",4,4,4,2,2,4,4,4,4,3,0.806225775,NA
"23877",3,10,"3.0","CS240",NA,"Female",4,4,3,2,3,5,4,3,4,3,0.806225775,NA
"23895",3,24,"5.0","BA243",NA,"Female",4,4,2,4,4,4,4,2,4,3,0.806225775,NA
"23907",3,9,"2.0","RAS203","Male",NA,3,3,2,2,1,2,3,2,4,3,0.806225775,"Male"
"23923",3,9,"4.0","Diploma industrial chemistry",NA,"Female",3,3,2,3,3,1,1,3,3,3,0.806225775,NA
"23954",5,23,"3.0","Sarjana Muda Perakaunan",NA,"Female",4,4,4,3,2,4,4,4,4,2,0.806225775,NA
"23963",3,10,"2.0","CS110","Male",NA,4,4,4,2,4,4,4,3,4,2,0.806225775,"Male"
"23993",3,13,"5.0","BACHELORS IN SCIENCE OF AGROTECHNOLOGY (HONS) HORTICULTURE TECHNOLOGY",NA,"Female",4,4,3,4,4,4,4,2,4,2,0.806225775,NA
"24007",3,12,"2.0","Bachelor in Sport Management","Male",NA,4,4,4,4,4,3,4,2,4,2,0.806225775,"Male"
"24069",3,9,"1.0","AS203","Male",NA,3,3,2,2,3,2,3,2,4,1,0.806225775,"Male"
"24070",5,24,"2.0","banking",NA,"Female",3,3,3,2,2,2,3,2,4,1,0.806225775,NA
"24072",5,24,"4.0","Ba119",NA,"Female",3,3,3,2,2,2,3,2,4,1,0.806225775,NA
"24074",5,24,"4.0","Bachelor of finance","Male",NA,1,2,3,3,3,3,3,3,3,1,0.806225775,"Male"
"24081",3,9,"1.0","AS203",NA,"Female",2,2,3,2,3,3,4,2,3,1,0.806225775,NA
"24177",3,12,"4.0","SR111","Male",NA,3,3,2,2,2,2,4,3,4,4,0.830662386,"Male"
"24222",5,10,"2.0","computer science & mathematics","Male",NA,3,2,1,4,3,3,3,3,3,4,0.830662386,"Male"
"24230",5,10,"2.0","Computer science",NA,"Female",2,3,3,4,2,4,4,2,3,4,0.830662386,NA
"24234",5,15,"1.0","Public Administration",NA,"Female",4,4,3,2,3,2,4,2,3,4,0.830662386,NA
"24277",3,9,"4.0","AS245",NA,"Female",4,4,5,3,3,5,4,3,5,3,0.830662386,NA
"24281",3,9,"2.0","Diploma in polymer technology as113","Male",NA,5,5,5,3,4,4,4,3,5,3,0.830662386,"Male"
"24292",5,23,"4.0","AC220",NA,"Female",5,4,5,4,5,4,3,3,5,3,0.830662386,NA
"24297",3,9,"2.0","Applied chemistry",NA,"Female",5,5,3,3,4,5,4,5,4,3,0.830662386,NA
"24319",3,9,"2.0","INDUSTRIAL CHEMISTRY","Male",NA,2,4,3,2,2,4,4,3,4,3,0.830662386,"Male"
"24325",3,11,"6.0","AP120",NA,"Female",3,4,1,3,3,4,3,3,4,3,0.830662386,NA
"24395",3,24,"3.0","BA242",NA,"Female",3,3,2,1,3,4,4,3,3,3,0.830662386,NA
"24402",5,24,"4.0","FINANCE",NA,"Female",4,4,3,1,2,3,3,3,3,3,0.830662386,NA
"24407",3,23,"2.0","Diploma in accounting information system",NA,"Female",5,3,3,4,3,2,2,3,3,3,0.830662386,NA
"24458",5,24,"1.0","BA118",NA,"Female",4,4,3,2,2,3,3,4,4,2,0.830662386,NA
"24470",5,17,"4.0","Industrial Design AD114","Male",NA,4,3,3,2,2,4,4,3,4,2,0.830662386,"Male"
"24483",3,9,"2.0","AS120","Male",NA,3,4,2,2,3,2,4,3,4,2,0.830662386,"Male"
"24492",5,23,"2.0","Ijazah Sarjana Muda Perakaunan","Male",NA,3,4,2,2,2,4,3,3,4,2,0.830662386,"Male"
"24511",3,13,"1.0","B.SC. IN AGRICULTURE (HONS) TECHNOLOGY HORTICULTURE",NA,"Female",4,4,3,2,4,3,2,3,4,2,0.830662386,NA
"24526",5,24,"4.0","BA118",NA,"Female",3,3,2,2,3,4,4,2,4,2,0.830662386,NA
"24540",5,24,"3.0","BA242",NA,"Female",3,4,3,2,4,3,4,2,4,2,0.830662386,NA
"24542",5,23,"4.0","Bachelor of Accountancy (Hons)",NA,"Female",2,3,4,2,3,3,4,2,4,2,0.830662386,NA
"24584",5,26,"2.0","IM120","Male",NA,4,3,2,4,4,3,3,2,4,2,0.830662386,"Male"
"24593",3,10,"2.0","CS110","Male",NA,4,4,3,2,2,3,3,2,4,2,0.830662386,"Male"
"24594",5,18,"3.0","Theatre Production","Male",NA,4,4,3,2,2,3,3,2,4,2,0.830662386,"Male"
"24595",3,24,"4.0","BACHELOR OF BUSINESS AND ADMINISTRATION IN HUMAN RESOURCE",NA,"Female",4,4,3,2,2,3,3,2,4,2,0.830662386,NA
"24596",5,23,"4.0","Sarjana muda perakaunan",NA,"Female",4,4,3,2,2,3,3,2,4,2,0.830662386,NA
"24620",5,26,"2.0","LIBRARY MANAGEMENT",NA,"Female",3,2,1,1,2,2,2,2,4,2,0.830662386,NA
"24632",5,19,"4.0","MU110",NA,"Female",3,3,1,3,3,4,4,3,3,2,0.830662386,NA
"24704",5,24,"2.0","BA250","Male",NA,4,3,2,4,2,4,3,2,3,2,0.830662386,"Male"
"24712",5,15,"4.0","AM110",NA,"Female",4,4,4,2,2,3,3,2,3,2,0.830662386,NA
"24715",3,12,"2.0","SR113","Male",NA,3,3,5,3,3,2,3,2,3,2,0.830662386,"Male"
"24767",3,9,"4.0","AS113","Male",NA,4,4,3,3,3,3,3,3,4,1,0.830662386,"Male"
"24769",3,10,"2.0","CS110",NA,"Female",3,4,3,3,3,3,3,2,4,1,0.830662386,NA
"24783",3,9,"2.0","Applied Chemistry",NA,"Female",4,4,3,3,3,4,3,3,3,1,0.830662386,NA
"24813",3,12,"3.0","SR 245","Male",NA,2,3,3,1,2,3,2,1,3,1,0.830662386,"Male"
"24864",5,24,"2.0","BA 111",NA,"Female",3,4,4,5,2,4,4,3,4,5,0.871779789,NA
"24869",3,13,"4.0","AT110",NA,"Female",4,4,4,5,3,2,4,4,3,5,0.871779789,NA
"24905",3,9,"2.0","AS120",NA,"Female",3,3,1,4,3,4,3,3,4,4,0.871779789,NA
"24931",3,23,"2.0","AC120",NA,"Female",4,3,3,1,3,4,4,3,3,4,0.871779789,NA
"24944",5,24,"4.0","International Business",NA,"Female",4,2,4,4,3,2,4,2,3,4,0.871779789,NA
"24951",3,24,"4.0","Finance",NA,"Female",3,4,4,2,2,4,3,4,2,4,0.871779789,NA
"24957",3,23,"4.0","AC120",NA,"Female",2,2,2,3,2,4,4,3,2,4,0.871779789,NA
"24987",3,11,"2.0","AP120","Male",NA,4,3,3,3,4,5,5,3,5,3,0.871779789,"Male"
"24991",3,13,"4.0","At110",NA,"Female",4,4,3,3,3,5,5,3,5,3,0.871779789,NA
"25036",5,26,"4.0","Library managment",NA,"Female",4,3,2,1,2,3,3,3,4,3,0.871779789,NA
"25037",3,12,"2.0","sport studies","Male",NA,3,4,2,1,3,2,3,3,4,3,0.871779789,"Male"
"25042",5,26,"2.0","Library Management",NA,"Female",3,4,5,3,3,2,2,3,4,3,0.871779789,NA
"25101",3,11,"2.0","AP120",NA,"Female",3,3,1,2,1,3,2,1,3,3,0.871779789,NA
"25130",5,15,"1.0","Diploma public administration",NA,"Female",4,4,3,2,2,4,3,4,4,2,0.871779789,NA
"25144",5,10,"4.0","Diploma in Science Computer",NA,"Female",4,4,2,2,3,4,4,3,4,2,0.871779789,NA
"25167",3,13,"6.0","AT232",NA,"Female",3,3,3,1,2,4,3,3,4,2,0.871779789,NA
"25201",3,12,"2.0","Sport Management and Recreation",NA,"Female",4,4,3,3,2,4,4,2,4,2,0.871779789,NA
"25227",3,13,"2.0","Diploma in Planting Industry Management","Male",NA,3,4,2,2,2,4,3,2,4,2,0.871779789,"Male"
"25247",3,10,"5.0","CS251",NA,"Female",3,4,4,2,3,2,2,2,4,2,0.871779789,NA
"25248",5,23,"4.0","Accountancy",NA,"Female",4,4,3,2,3,2,2,2,4,2,0.871779789,NA
"25290",5,10,"4.0","CS110",NA,"Female",4,4,2,3,2,4,2,2,3,2,0.871779789,NA
"25310",5,10,"2.0","Science Computer","Male",NA,4,4,3,2,4,2,2,3,2,2,0.871779789,"Male"
"25325",3,11,"2.0","Ap120","Male",NA,4,4,4,3,2,3,2,2,2,2,0.871779789,"Male"
"25338",5,23,"4.0","Accountancy","Male",NA,3,3,3,4,3,4,4,3,4,1,0.871779789,"Male"
"25343",3,24,"1.0","Finance",NA,"Female",4,4,3,3,4,3,3,3,4,1,0.871779789,NA
"25385",3,9,"4.0","Diploma in technology polymer",NA,"Female",4,3,3,3,2,3,4,2,3,1,0.871779789,NA
"25389",3,10,"2.0","SCIENCE COMPUTER","Male",NA,3,3,2,3,4,4,3,2,3,1,0.871779789,"Male"
"25391",3,23,"2.0","AC120",NA,"Female",4,4,3,2,3,3,3,2,3,1,0.871779789,NA
"25410",5,24,"2.0","Bachelor (Hons) International Business","Male",NA,3,3,2,1,3,2,3,1,3,1,0.871779789,"Male"
"25413",3,11,"4.0","AP120","Male",NA,3,3,3,2,1,2,3,1,3,1,0.871779789,"Male"
"25431",3,10,"3.0","Information Technology",NA,"Female",3,2,2,1,3,4,2,2,2,1,0.871779789,NA
"25456",5,15,"4.0","Am110","Male",NA,4,4,4,5,3,5,4,4,2,5,0.894427191,"Male"
"25466",5,26,"4.0","IM120",NA,"Female",5,5,3,5,5,3,3,3,4,4,0.894427191,NA
"25493",3,9,"4.0","Diploma In Science","Male",NA,5,5,3,4,5,4,3,3,5,3,0.894427191,"Male"
"25498",5,24,"2.0","Banking studies",NA,"Female",5,5,3,3,5,5,3,4,4,3,0.894427191,NA
"25522",5,24,"5.0","Office management",NA,"Female",3,4,3,3,4,2,3,1,4,3,0.894427191,NA
"25542",5,24,"4.0","BA246",NA,"Female",4,5,5,3,4,5,4,4,4,2,0.894427191,NA
"25543",3,9,"6.0","AS115",NA,"Female",3,4,4,2,2,3,2,4,4,2,0.894427191,NA
"25557",3,12,"4.0","SR245","Male",NA,4,4,2,2,2,4,3,3,4,2,0.894427191,"Male"
"25565",3,9,"2.0","Applied chemistry",NA,"Female",4,3,2,2,3,4,4,2,4,2,0.894427191,NA
"25599",3,10,"4.0","Science Computer",NA,"Female",3,4,4,3,4,2,2,2,4,2,0.894427191,NA
"25604",5,23,"2.0","AC110",NA,"Female",4,4,3,3,3,3,3,1,4,2,0.894427191,NA
"25641",3,13,"6.0","AT232",NA,"Female",4,4,2,3,3,3,3,3,4,1,0.894427191,NA
"25669",3,10,"2.0","CS110","Male",NA,3,3,3,4,4,4,3,2,3,1,0.894427191,"Male"
"25679",3,10,"2.0","Cs110",NA,"Female",1,1,3,2,3,1,3,2,3,1,0.894427191,NA
"25718",5,24,"2.0","Banking",NA,"Female",3,3,2,3,2,4,4,3,4,5,0.9,NA
"25720",5,10,"2.0","Diploma in Science Computer",NA,"Female",3,4,2,3,4,2,3,3,4,5,0.9,NA
"25723",3,10,"2.0","diploma in mathematical sciences",NA,"Female",4,4,2,4,4,4,4,2,4,5,0.9,NA
"25752",5,26,"5.0","IM246- Records Management",NA,"Female",4,4,5,4,5,5,5,2,5,4,0.9,NA
"25775",3,11,"2.0","AP120-SCIENCE GEOMATIC","Male",NA,2,3,2,5,4,3,3,3,4,4,0.9,"Male"
"25812",5,24,"2.0","Office management and technology",NA,"Female",3,4,3,2,2,3,3,1,2,4,0.9,NA
"25845",3,9,"2.0","AS113","Male",NA,3,5,3,2,4,2,3,4,4,3,0.9,"Male"
"25851",3,12,"3.0","SR243 - BACHELOR OF SPORTS SCIENCE (HONS.)",NA,"Female",4,4,3,1,3,4,4,3,4,3,0.9,NA
"25864",5,24,"4.0","Islamic Banking",NA,"Female",3,4,1,2,3,2,2,3,4,3,0.9,NA
"25893",3,11,"7.0","Bachelor of Surveying Science and Geomatics (Hons)",NA,"Female",2,3,1,3,3,1,1,3,3,3,0.9,NA
"25897",3,9,"4.0","DIPLOMA INDUSTRIAL CHEMISTRY",NA,"Female",4,5,5,3,4,4,4,2,3,3,0.9,NA
"25903",3,9,"2.0","As201",NA,"Female",5,5,3,3,3,3,3,2,3,3,0.9,NA
"25976",5,23,"4.0","Bachelor of accounting",NA,"Female",4,4,4,2,2,4,4,3,4,2,0.9,NA
"25977",3,13,"4.0","DIPLOMA IN PLANTING INDUSTRY AND MANAGEMENT",NA,"Female",4,4,4,2,2,4,4,3,4,2,0.9,NA
"26031",3,9,"4.0","Industrial chemistry",NA,"Female",2,3,2,2,4,4,2,2,4,2,0.9,NA
"26042",5,26,"2.0","Information Library",NA,"Female",3,3,2,3,4,4,5,4,3,2,0.9,NA
"26045",3,23,"2.0","AC120",NA,"Female",3,3,2,1,2,4,4,3,3,2,0.9,NA
"26075",3,11,"4.0","Geomatic science","Male",NA,3,3,3,2,2,4,4,1,3,2,0.9,"Male"
"26077",3,10,"4.0","CS110",NA,"Female",3,3,3,2,4,2,4,1,3,2,0.9,NA
"26089",3,10,"3.0","Cs248",NA,"Female",4,3,1,3,2,3,4,3,2,2,0.9,NA
"26100",5,26,"4.0","library management information science",NA,"Female",3,3,4,3,3,2,4,1,2,2,0.9,NA
"26112",5,24,"1.0","PPPT KBA0021A",NA,"Female",4,4,3,3,3,4,4,3,4,1,0.9,NA
"26133",3,9,"1.0","AS203",NA,"Female",3,4,3,2,2,3,3,2,4,1,0.9,NA
"26152",5,10,"2.0","CS110","Male",NA,2,1,2,1,2,1,2,1,4,1,0.9,"Male"
"26175",3,10,"4.0","Information Technology","Male",NA,2,3,1,3,3,1,3,3,3,1,0.9,"Male"
"26178",5,26,"2.0","Library Management",NA,"Female",3,3,2,3,2,4,4,2,3,1,0.9,NA
"26203",3,12,"3.0","Health and Fitness",NA,"Female",3,3,3,1,2,3,3,1,3,1,0.9,NA
"26245",3,11,"2.0","AP120",NA,"Female",1,1,1,1,4,1,1,1,1,1,0.9,NA
"26268",5,23,"4.0","Diploma in Accountancy",NA,"Female",4,4,2,5,5,5,5,5,5,4,0.916515139,NA
"26274",5,24,"4.0","BA249","Male",NA,4,4,3,2,4,4,4,2,5,4,0.916515139,"Male"
"26284",5,24,"2.0","Banking",NA,"Female",4,4,4,3,1,4,4,4,4,4,0.916515139,NA
"26295",3,10,"3.0","CS248",NA,"Female",4,4,2,4,2,4,2,4,4,4,0.916515139,NA
"26305",3,10,"2.0","CS110",NA,"Female",3,4,2,5,2,3,4,3,4,4,0.916515139,NA
"26354",5,24,"3.0","Finance","Male",NA,5,5,3,3,3,3,3,2,3,4,0.916515139,"Male"
"26430",5,24,"2.0","BA2422","Male",NA,5,5,5,3,3,3,3,3,3,3,0.916515139,"Male"
"26468",5,24,"4.0","Finance",NA,"Female",2,4,4,2,4,4,4,4,4,2,0.916515139,NA
"26486",5,24,"2.0","ISLAMIC BANKING",NA,"Female",2,2,1,2,3,3,3,4,4,2,0.916515139,NA
"26501",3,9,"4.0","AS245",NA,"Female",5,4,4,3,3,5,3,3,4,2,0.916515139,NA
"26509",3,13,"2.0","AT110",NA,"Female",3,3,2,1,1,2,3,3,4,2,0.916515139,NA
"26562",5,10,"4.0","CS110","Male",NA,2,3,1,2,4,1,3,3,3,2,0.916515139,"Male"
"26566",5,24,"4.0","Degree in Finance",NA,"Female",3,3,2,1,2,4,4,2,3,2,0.916515139,NA
"26582",5,24,"2.0","Banking study","Male",NA,4,3,3,2,2,2,4,1,3,2,0.916515139,"Male"
"26599",3,24,"5.0","Bachelor degree in Business and Management (HONS) Human Resource Management",NA,"Female",2,2,4,4,4,2,2,2,2,2,0.916515139,NA
"26608",5,10,"2.0","Diploma computer science",NA,"Female",3,3,1,3,4,2,3,1,2,2,0.916515139,NA
"26612",5,24,"3.0","KBA118",NA,"Female",3,4,4,4,4,4,4,4,4,1,0.916515139,NA
"26630",5,24,"3.0","Banking Studies",NA,"Female",4,4,3,4,4,3,4,3,4,1,0.916515139,NA
"26641",3,9,"4.0","AS120",NA,"Female",3,3,3,2,1,3,3,3,4,1,0.916515139,NA
"26643",3,9,"1.0","AS203","Male",NA,3,4,2,2,2,3,2,3,4,1,0.916515139,"Male"
"26653",3,10,"2.0","Diploma in computer science",NA,"Female",3,4,2,2,2,2,2,2,4,1,0.916515139,NA
"26701",3,12,"4.0","SR113","Male",NA,3,4,3,2,3,3,3,1,3,1,0.916515139,"Male"
"26712",5,15,"1.0","DiPAC",NA,"Female",3,4,3,2,2,3,2,1,3,1,0.916515139,NA
"26717",3,9,"4.0","AS120",NA,"Female",3,3,1,1,1,1,1,1,3,1,0.916515139,NA
"26756",5,24,"2.0","Economy",NA,"Female",4,4,1,3,4,4,4,3,4,4,0.921954446,NA
"26764",5,23,"5.0","Accountancy",NA,"Female",3,4,3,4,2,4,5,2,4,4,0.921954446,NA
"26780",5,26,"4.0","LIBRARY MANAGEMENT",NA,"Female",3,5,3,3,4,2,4,3,5,3,0.921954446,NA
"26796",5,26,"4.0","IM244",NA,"Female",3,3,1,3,2,3,2,1,4,3,0.921954446,NA
"26806",5,24,"4.0","Ba250","Male",NA,3,3,3,2,4,1,2,3,1,3,0.921954446,"Male"
"26833",3,10,"6.0","Mathematic Management",NA,"Female",3,3,4,2,1,2,2,2,4,2,0.921954446,NA
"26843",3,9,"1.0","AS203","Male",NA,4,4,3,4,4,5,4,2,3,2,0.921954446,"Male"
"26850",5,23,"3.0","Bachelor in Accountancy",NA,"Female",4,2,4,2,1,3,2,2,3,2,0.921954446,NA
"26861",3,9,"4.0","Diploma in Science","Male",NA,3,3,2,2,4,1,4,2,2,2,0.921954446,"Male"
"26873",3,9,"2.0","Science",NA,"Female",4,3,4,4,4,3,4,4,4,1,0.921954446,NA
"26878",5,24,"2.0","Business study",NA,"Female",4,4,4,3,4,4,4,3,4,1,0.921954446,NA
"26923",3,12,"4.0","SR113","Male",NA,3,4,3,2,2,3,3,1,3,1,0.921954446,"Male"
"26926",5,24,"4.0","Finance",NA,"Female",4,4,3,2,2,2,2,3,2,1,0.921954446,NA
"26933",3,10,"2.0","BACHELOR (HONS.) IN DATA COMMUNICATION AND NETWORKING",NA,"Female",3,3,4,2,2,3,3,3,1,1,0.921954446,NA
"26943",3,10,"2.0","CS110",NA,"Female",5,4,2,5,3,4,5,4,4,5,0.943398113,NA
"26952",5,17,"5.0","industrial design","Male",NA,3,3,3,3,3,3,3,1,4,5,0.943398113,"Male"
"26996",5,15,"2.0","DIPLOMA IN PUBLIC ADMINISTRATION",NA,"Female",5,4,2,3,4,5,5,4,3,4,0.943398113,NA
"27001",3,23,"6.0","Diploma",NA,"Female",3,4,4,4,3,1,2,3,3,4,0.943398113,NA
"27006",5,23,"2.0","ACCOUNTANCY",NA,"Female",4,4,2,2,2,4,4,3,2,4,0.943398113,NA
"27011",3,10,"2.0","COMPUTER SCIENCE","Male",NA,3,2,3,3,4,2,4,3,1,4,0.943398113,"Male"
"27031",3,9,"4.0","AS115",NA,"Female",2,4,2,2,4,2,2,4,4,3,0.943398113,NA
"27070",5,26,"2.0","Diploma",NA,"Female",2,2,1,1,2,2,3,1,4,3,0.943398113,NA
"27073",3,24,"4.0","BA242 Finance",NA,"Female",3,3,4,3,1,3,3,5,3,3,0.943398113,NA
"27095",3,24,"2.0","Human resource management","Male",NA,3,4,4,3,2,2,4,1,3,3,0.943398113,"Male"
"27100",5,24,"4.0","BA119",NA,"Female",3,3,2,4,3,1,4,4,2,3,0.943398113,NA
"27103",3,24,"5.0","Human resources",NA,"Female",3,3,4,2,4,4,3,1,2,3,0.943398113,NA
"27152",5,23,"3.0","DEGREE",NA,"Female",4,2,4,2,3,4,4,2,4,2,0.943398113,NA
"27193",3,10,"5.0","CS240","Male",NA,4,3,2,2,4,4,2,2,4,2,0.943398113,"Male"
"27201",3,10,"3.0","CS251","Male",NA,4,4,3,3,3,3,4,1,4,2,0.943398113,"Male"
"27209",3,9,"1.0","As203",NA,"Female",3,3,2,3,1,4,4,4,3,2,0.943398113,NA
"27254",5,24,"3.0","Human Resources Managment",NA,"Female",4,4,4,3,2,2,4,2,2,2,0.943398113,NA
