"","campus","faculty","semester","program","gender1","gender2","enough_info_delivery","enough_info_assessment","enough_time","online_access","resource_access","scheduled_learning","learning_duration","collaborative_study","constant_feedback","comfortably_study","STD.DVN","gender"
"4679",3,23,"2.0","AC120",NA,"Female",4,4,3,4,4,4,4,4,4,5,0.447213595,NA
"4716",5,24,"1.0","KBA244",NA,"Female",4,4,4,4,4,4,4,3,4,5,0.447213595,NA
"4717",3,24,"2.0","Degree",NA,"Female",4,4,4,4,4,4,4,3,4,5,0.447213595,NA
"4779",3,9,"2.0","DIPLOMA IN INDUSTRIAL CHEMISTRY",NA,"Female",4,3,4,4,4,5,4,4,4,4,0.447213595,NA
"4782",5,24,"2.0","BA246 International Business",NA,"Female",4,4,4,3,4,5,4,4,4,4,0.447213595,NA
"4785",3,9,"2.0","AS115",NA,"Female",4,4,4,3,4,5,4,4,4,4,0.447213595,NA
"4839",3,10,"2.0","CS110","Male",NA,4,5,4,3,4,4,4,4,4,4,0.447213595,"Male"
"4854",5,24,"2.0","Human Resources",NA,"Female",4,4,5,4,3,4,4,4,4,4,0.447213595,NA
"4859",3,13,"4.0","At110",NA,"Female",4,4,5,4,3,4,4,4,4,4,0.447213595,NA
"4877",3,24,"5.0","BA243","Male",NA,5,4,4,4,4,4,3,4,4,4,0.447213595,"Male"
"4890",5,24,"4.0","BA118","Male",NA,4,4,4,5,4,4,4,3,4,4,0.447213595,"Male"
"4935",3,12,"3.0","Bachelor in Sports Science & Management",NA,"Female",3,3,3,3,3,3,3,2,3,4,0.447213595,NA
"4971",3,10,"2.0","CS110",NA,"Female",4,5,4,4,4,4,4,4,4,3,0.447213595,NA
"4986",5,24,"2.0","KBA242","Male",NA,3,3,2,3,3,3,3,3,4,3,0.447213595,"Male"
"4992",5,26,"2.0","Information management",NA,"Female",3,3,3,2,3,3,3,3,4,3,0.447213595,NA
"4998",5,24,"4.0","ISLAMIC BANKING",NA,"Female",3,3,3,2,3,3,3,3,4,3,0.447213595,NA
"5019",3,10,"2.0","Management maths",NA,"Female",3,3,3,3,3,3,3,2,4,3,0.447213595,NA
"5059",3,9,"3.0","AS245",NA,"Female",3,4,2,3,3,3,3,3,3,3,0.447213595,NA
"5073",3,9,"4.0","AS120",NA,"Female",4,3,3,2,3,3,3,3,3,3,0.447213595,NA
"5096",5,23,"4.0","Degree of Accountancy",NA,"Female",3,3,3,3,4,3,3,2,3,3,0.447213595,NA
"5117",3,13,"2.0","AT110","Male",NA,4,3,3,3,3,3,3,3,2,3,0.447213595,"Male"
"5193",3,10,"6.0","CS248",NA,"Female",4,5,4,4,4,4,4,5,4,5,0.458257569,NA
"5243",3,9,"4.0","AS120",NA,"Female",5,4,4,4,4,4,5,4,5,4,0.458257569,NA
"5313",3,12,"4.0","Sport management",NA,"Female",4,4,5,5,5,4,4,4,4,4,0.458257569,NA
"5332",5,24,"1.0","Business Studies",NA,"Female",5,5,5,4,4,4,4,4,4,4,0.458257569,NA
"5338",5,17,"2.0","AD111","Male",NA,5,5,5,4,4,4,4,4,4,4,0.458257569,"Male"
"5348",5,23,"4.0","AC220",NA,"Female",5,5,5,4,4,4,4,4,4,4,0.458257569,NA
"5353",3,12,"4.0","Sr241","Male",NA,5,5,5,4,4,4,4,4,4,4,0.458257569,"Male"
"5370",5,23,"3.0","Accountancy",NA,"Female",3,3,3,4,4,4,4,4,4,4,0.458257569,NA
"5409",3,10,"5.0","CS248",NA,"Female",4,3,3,4,3,4,4,4,4,4,0.458257569,NA
"5436",5,15,"2.0","AM110",NA,"Female",4,4,3,3,3,4,4,4,4,4,0.458257569,NA
"5439",3,12,"2.0","Degree of sports management (Sr241)","Male",NA,4,4,3,3,3,4,4,4,4,4,0.458257569,"Male"
"5518",5,10,"2.0","CS110","Male",NA,3,4,4,4,3,3,4,4,4,4,0.458257569,"Male"
"5564",5,24,"2.0","DIPLOMA IN BANKING STUDIES",NA,"Female",4,4,4,3,3,4,3,4,4,4,0.458257569,NA
"5583",3,12,"4.0","SR113",NA,"Female",4,4,3,4,4,3,3,4,4,4,0.458257569,NA
"5600",5,15,"1.0","Public Administration",NA,"Female",4,4,4,4,3,3,3,4,4,4,0.458257569,NA
"5608",5,24,"2.0","Human Resource Management",NA,"Female",3,3,4,4,4,4,4,3,4,4,0.458257569,NA
"5614",5,23,"4.0","Diploma in accountancy",NA,"Female",3,3,4,4,4,4,4,3,4,4,0.458257569,NA
"5630",5,24,"2.0","Business (Operation Management)",NA,"Female",4,3,3,4,4,4,4,3,4,4,0.458257569,NA
"5633",3,23,"2.0","AC120","Male",NA,4,3,3,4,4,4,4,3,4,4,0.458257569,"Male"
"5638",5,23,"3.0","AC220",NA,"Female",4,3,3,4,4,4,4,3,4,4,0.458257569,NA
"5661",3,23,"2.0","AC120",NA,"Female",4,4,3,3,4,4,4,3,4,4,0.458257569,NA
"5669",3,13,"2.0","DIPLOMA IN PLANTING INDUSTRY MANAGEMENT","Male",NA,4,4,3,3,4,4,4,3,4,4,0.458257569,"Male"
"5684",5,26,"4.0","Diploma in Information Management",NA,"Female",4,4,3,3,4,4,4,3,4,4,0.458257569,NA
"5718",5,24,"2.0","Diploma",NA,"Female",4,3,4,4,3,4,4,3,4,4,0.458257569,NA
"5730",5,23,"2.0","AC110",NA,"Female",4,4,3,4,3,4,4,3,4,4,0.458257569,NA
"5735",3,10,"2.0","Computer science (cs110)","Male",NA,4,4,3,4,3,4,4,3,4,4,0.458257569,"Male"
"5743",3,10,"3.0","CS251",NA,"Female",4,4,3,4,3,4,4,3,4,4,0.458257569,NA
"5794",5,24,"2.0","BA 111 Business Studies","Male",NA,4,4,4,3,3,4,4,3,4,4,0.458257569,"Male"
"5809",3,12,"2.0","SPORT STUDIES",NA,"Female",4,4,4,3,3,4,4,3,4,4,0.458257569,NA
"5818",5,10,"2.0","CS110",NA,"Female",4,4,4,3,3,4,4,3,4,4,0.458257569,NA
"5827",3,24,"3.0","BA243",NA,"Female",4,4,4,3,3,4,4,3,4,4,0.458257569,NA
"5840",5,26,"4.0","Information Management(Hons)Library Management",NA,"Female",4,4,4,3,3,4,4,3,4,4,0.458257569,NA
"5848",5,24,"4.0","BA249-BACHELOR OF BUSINESS ADMINISTRATION (HONS.) ISLAMIC BANKING",NA,"Female",4,4,4,3,3,4,4,3,4,4,0.458257569,NA
"5861",3,12,"4.0","diploma","Male",NA,4,4,4,3,3,4,4,3,4,4,0.458257569,"Male"
"5889",3,13,"7.0","Horticulture Technology",NA,"Female",4,4,4,3,3,4,4,3,4,4,0.458257569,NA
"5895",3,10,"4.0","CS110","Male",NA,3,4,4,4,4,3,4,3,4,4,0.458257569,"Male"
"5911",3,9,"2.0","Diploma in Science",NA,"Female",4,4,3,4,4,3,4,3,4,4,0.458257569,NA
"5916",5,26,"4.0","Library management",NA,"Female",4,4,3,4,4,3,4,3,4,4,0.458257569,NA
"5928",5,10,"2.0","cs110","Male",NA,4,4,4,3,4,3,4,3,4,4,0.458257569,"Male"
"5931",3,9,"2.0","Applied science (AS120)","Male",NA,4,4,4,3,4,3,4,3,4,4,0.458257569,"Male"
"5936",5,15,"3.0","DIPLOMA IN PUBLIC ADMINISTRATION",NA,"Female",4,4,4,3,4,3,4,3,4,4,0.458257569,NA
"5965",3,10,"2.0","CS110",NA,"Female",4,3,4,4,4,4,3,3,4,4,0.458257569,NA
"5986",5,24,"2.0","BA118",NA,"Female",4,4,4,3,4,4,3,3,4,4,0.458257569,NA
"6005",3,10,"2.0","Cs110",NA,"Female",3,3,3,3,3,4,3,3,4,4,0.458257569,NA
"6042",5,23,"3.0","Degree",NA,"Female",3,4,3,3,3,3,3,3,4,4,0.458257569,NA
"6090",5,18,"2.0","diploma","Male",NA,4,4,4,3,3,4,4,4,3,4,0.458257569,"Male"
"6097",3,11,"4.0","AP120",NA,"Female",4,4,4,3,3,4,4,4,3,4,0.458257569,NA
"6142",5,23,"4.0","AC110","Male",NA,4,4,4,4,4,3,3,4,3,4,0.458257569,"Male"
"6144",5,10,"2.0","Computer Mathematic",NA,"Female",3,4,3,3,3,3,3,4,3,4,0.458257569,NA
"6151",3,11,"4.0","AP120",NA,"Female",3,4,4,4,4,4,4,3,3,4,0.458257569,NA
"6181",3,10,"3.0","Cs248",NA,"Female",4,4,4,3,4,4,4,3,3,4,0.458257569,NA
"6195",3,13,"2.0","Diploma Pengurusan Ladang",NA,"Female",4,4,4,4,3,4,4,3,3,4,0.458257569,NA
"6210",5,17,"4.0","AD114","Male",NA,3,3,3,3,3,4,4,3,3,4,0.458257569,"Male"
"6213",3,12,"1.0","SR 243","Male",NA,4,4,4,4,4,3,4,3,3,4,0.458257569,"Male"
"6216",5,10,"2.0","Cs110","Male",NA,4,4,4,4,4,3,4,3,3,4,0.458257569,"Male"
"6221",3,12,"2.0","RSR 113 SPORT STUDIES","Male",NA,3,3,3,3,4,3,4,3,3,4,0.458257569,"Male"
"6226",5,24,"2.0","Finance",NA,"Female",4,4,4,4,4,4,3,3,3,4,0.458257569,NA
"6242",5,10,"4.0","DIPLOMA",NA,"Female",3,3,3,4,4,3,3,3,3,4,0.458257569,NA
"6243",3,9,"4.0","AS113","Male",NA,3,3,3,4,4,3,3,3,3,4,0.458257569,"Male"
"6278",5,15,"4.0","AM110",NA,"Female",3,3,4,4,4,4,4,4,4,3,0.458257569,NA
"6283",3,23,"2.0","RAC120","Male",NA,3,4,3,4,4,4,4,4,4,3,0.458257569,"Male"
"6285",3,13,"6.0","RAT232",NA,"Female",3,4,3,4,4,4,4,4,4,3,0.458257569,NA
"6286",5,15,"2.0","AM110",NA,"Female",4,3,3,4,4,4,4,4,4,3,0.458257569,NA
"6338",5,10,"2.0","DIPLOMA IN COMPUTER SCIENCE","Male",NA,4,4,3,3,4,4,4,4,4,3,0.458257569,"Male"
"6354",5,24,"4.0","Ba249",NA,"Female",4,4,3,3,4,4,4,4,4,3,0.458257569,NA
"6356",5,24,"4.0","BA 246",NA,"Female",4,4,3,3,4,4,4,4,4,3,0.458257569,NA
"6357",3,24,"4.0","BA242",NA,"Female",4,4,3,3,4,4,4,4,4,3,0.458257569,NA
"6390",5,17,"6.0","Industrial design ad114",NA,"Female",3,4,4,4,3,4,4,4,4,3,0.458257569,NA
"6399",3,24,"2.0","RBA242","Male",NA,4,4,3,4,3,4,4,4,4,3,0.458257569,"Male"
"6417",3,9,"6.0","As254","Male",NA,4,4,3,4,3,4,4,4,4,3,0.458257569,"Male"
"6445",3,23,"2.0","Diploma Accounting Information System",NA,"Female",4,4,4,3,3,4,4,4,4,3,0.458257569,NA
"6459",3,13,"2.0","Pengurusan ladang",NA,"Female",4,4,4,3,3,4,4,4,4,3,0.458257569,NA
"6461",3,12,"2.0","Sr111","Male",NA,4,4,4,3,3,4,4,4,4,3,0.458257569,"Male"
"6473",3,9,"2.0","AS113","Male",NA,4,4,4,3,3,4,4,4,4,3,0.458257569,"Male"
"6475",3,9,"2.0","Polymer Technology","Male",NA,4,4,4,3,3,4,4,4,4,3,0.458257569,"Male"
"6477",3,9,"2.0","Polymer Technology (AS113)",NA,"Female",4,4,4,3,3,4,4,4,4,3,0.458257569,NA
"6508",5,26,"4.0","Library management",NA,"Female",4,4,4,3,3,4,4,4,4,3,0.458257569,NA
"6520",5,24,"4.0","office management","Male",NA,4,4,4,3,3,4,4,4,4,3,0.458257569,"Male"
"6521",3,24,"4.0","BA 242",NA,"Female",4,4,4,3,3,4,4,4,4,3,0.458257569,NA
"6543",3,9,"4.0","Applied Chemistry",NA,"Female",4,4,4,3,3,4,4,4,4,3,0.458257569,NA
"6569",3,13,"6.0","Horticulture technology","Male",NA,4,4,4,3,3,4,4,4,4,3,0.458257569,"Male"
"6572",5,10,"6.0","Cs110","Male",NA,4,4,4,3,3,4,4,4,4,3,0.458257569,"Male"
"6573",3,9,"6.0","AS245","Male",NA,4,4,4,3,3,4,4,4,4,3,0.458257569,"Male"
"6601",3,12,"2.0","SR113","Male",NA,4,4,4,3,4,3,4,4,4,3,0.458257569,"Male"
"6602",5,10,"2.0","Cs110","Male",NA,4,4,4,3,4,3,4,4,4,3,0.458257569,"Male"
"6612",5,24,"2.0","Human Resources",NA,"Female",4,4,4,4,3,3,4,4,4,3,0.458257569,NA
"6634",5,26,"2.0","Library Management",NA,"Female",4,4,4,3,4,4,3,4,4,3,0.458257569,NA
"6646",5,26,"2.0","Information Management",NA,"Female",4,4,4,4,3,4,3,4,4,3,0.458257569,NA
"6654",5,23,"4.0","AC110",NA,"Female",4,4,4,4,4,3,3,4,4,3,0.458257569,NA
"6659",3,9,"4.0","AS113",NA,"Female",3,3,3,3,4,3,3,4,4,3,0.458257569,NA
"6662",5,26,"4.0","Library",NA,"Female",3,3,4,3,3,3,3,4,4,3,0.458257569,NA
"6673",3,11,"4.0","Geomatic Science","Male",NA,3,4,4,4,4,4,4,3,4,3,0.458257569,"Male"
"6696",5,26,"2.0","LIBRARY MANAGEMENT","Male",NA,4,4,3,4,4,4,4,3,4,3,0.458257569,"Male"
"6717",3,10,"2.0","CS110","Male",NA,4,4,3,4,4,4,4,3,4,3,0.458257569,"Male"
"6776",5,24,"1.0","Banking",NA,"Female",4,4,4,3,4,4,4,3,4,3,0.458257569,NA
"6811",3,13,"2.0","AT110",NA,"Female",4,4,4,3,4,4,4,3,4,3,0.458257569,NA
"6864",5,24,"4.0","International business",NA,"Female",4,4,4,3,4,4,4,3,4,3,0.458257569,NA
"6875",3,13,"4.0","AT110",NA,"Female",4,4,4,3,4,4,4,3,4,3,0.458257569,NA
"6892",5,10,"4.0","Diploma",NA,"Female",4,4,4,3,4,4,4,3,4,3,0.458257569,NA
"6897",3,9,"4.0","AS120",NA,"Female",4,4,4,3,4,4,4,3,4,3,0.458257569,NA
"6956",5,23,"2.0","Degree",NA,"Female",4,4,4,4,3,4,4,3,4,3,0.458257569,NA
"6957",3,23,"2.0","AC120",NA,"Female",4,4,4,4,3,4,4,3,4,3,0.458257569,NA
"6965",3,13,"2.0","Plantation industry management",NA,"Female",4,4,4,4,3,4,4,3,4,3,0.458257569,NA
"6971",3,10,"2.0","Diploma in Computer Science",NA,"Female",4,4,4,4,3,4,4,3,4,3,0.458257569,NA
"6973",3,9,"2.0","Diploma","Male",NA,4,4,4,4,3,4,4,3,4,3,0.458257569,"Male"
"6997",3,12,"4.0","SR245","Male",NA,4,4,4,4,3,4,4,3,4,3,0.458257569,"Male"
"7025",3,13,"2.0","AT110",NA,"Female",3,3,3,3,3,4,4,3,4,3,0.458257569,NA
"7029",3,11,"2.0","AP120","Male",NA,3,3,3,3,3,4,4,3,4,3,0.458257569,"Male"
"7038",5,24,"4.0","BA 242",NA,"Female",3,3,3,3,3,4,4,3,4,3,0.458257569,NA
"7115",3,9,"4.0","AS120","Male",NA,3,4,3,3,3,3,4,3,4,3,0.458257569,"Male"
"7170",5,24,"4.0","BA119",NA,"Female",3,4,3,3,3,4,3,3,4,3,0.458257569,NA
"7202",5,24,"4.0","Finance",NA,"Female",3,4,3,3,4,3,3,3,4,3,0.458257569,NA
"7217",3,10,"2.0","Bachelor of Computer Science (Data Communication & Networking)","Male",NA,4,3,3,4,3,3,3,3,4,3,0.458257569,"Male"
"7222",5,10,"2.0","CS110","Male",NA,3,4,4,3,3,3,3,3,4,3,0.458257569,"Male"
"7224",5,23,"4.0","Degree",NA,"Female",3,4,4,3,3,3,3,3,4,3,0.458257569,NA
"7244",5,24,"2.0","BA249","Male",NA,4,4,3,3,3,3,3,3,4,3,0.458257569,"Male"
"7251",3,12,"2.0","SR113","Male",NA,4,4,3,3,3,3,3,3,4,3,0.458257569,"Male"
"7272",5,26,"4.0","Library management",NA,"Female",4,4,3,3,3,3,3,3,4,3,0.458257569,NA
"7280",5,23,"4.0","Accounting",NA,"Female",4,4,3,3,3,3,3,3,4,3,0.458257569,NA
"7315",3,10,"3.0","Netsentric","Male",NA,4,3,4,4,4,4,4,4,3,3,0.458257569,"Male"
"7316",5,15,"4.0","Diploma Public Administration",NA,"Female",4,3,4,4,4,4,4,4,3,3,0.458257569,NA
"7369",3,10,"2.0","CS110",NA,"Female",4,3,4,3,3,3,3,4,3,3,0.458257569,NA
"7409",3,24,"4.0","Marketing","Male",NA,3,3,3,3,4,4,4,3,3,3,0.458257569,"Male"
"7429",3,10,"2.0","CS143","Male",NA,3,3,4,3,3,4,4,3,3,3,0.458257569,"Male"
"7433",3,10,"3.0","CS240",NA,"Female",3,3,4,3,3,4,4,3,3,3,0.458257569,NA
"7464",5,24,"4.0","Marketing",NA,"Female",3,3,3,4,4,3,4,3,3,3,0.458257569,NA
"7471",3,9,"2.0","Bachelor Hons in Applied Chemistry",NA,"Female",4,3,3,3,4,3,4,3,3,3,0.458257569,NA
"7475",3,11,"4.0","Ap120","Male",NA,4,3,3,3,4,3,4,3,3,3,0.458257569,"Male"
"7487",3,11,"2.0","AP120","Male",NA,4,3,4,3,3,3,4,3,3,3,0.458257569,"Male"
"7488",5,10,"2.0","Computer Science","Male",NA,4,3,4,3,3,3,4,3,3,3,0.458257569,"Male"
"7523",3,11,"7.0","GEOMATICS SCIENCE",NA,"Female",4,3,4,3,3,4,3,3,3,3,0.458257569,NA
"7570",5,24,"2.0","Business Studies","Male",NA,4,4,3,4,3,3,3,3,3,3,0.458257569,"Male"
"7576",5,26,"2.0","IM244",NA,"Female",4,4,4,3,3,3,3,3,3,3,0.458257569,NA
"7585",3,11,"2.0","FSUG","Male",NA,4,4,4,3,3,3,3,3,3,3,0.458257569,"Male"
"7590",5,10,"2.0","CS110","Male",NA,4,4,4,3,3,3,3,3,3,3,0.458257569,"Male"
"7597",3,24,"3.0","Human resources management","Male",NA,4,4,4,3,3,3,3,3,3,3,0.458257569,"Male"
"7605",3,23,"4.0","AC120",NA,"Female",4,4,4,3,3,3,3,3,3,3,0.458257569,NA
"7611",3,12,"4.0","sport management",NA,"Female",4,4,4,3,3,3,3,3,3,3,0.458257569,NA
"7650",5,24,"2.0","Finance",NA,"Female",3,2,3,2,3,3,3,2,3,3,0.458257569,NA
"7651",3,9,"1.0","Bachelor in science (hons.) Polymer technolgy","Male",NA,3,3,2,2,3,3,3,2,3,3,0.458257569,"Male"
"7661",3,10,"3.0","Csc240",NA,"Female",3,3,3,2,2,3,3,2,3,3,0.458257569,NA
"7670",5,15,"3.0","AM 110","Male",NA,3,3,2,3,3,3,3,2,2,3,0.458257569,"Male"
"7677",3,24,"1.0","degree in business administration (hons) finance",NA,"Female",2,2,3,3,2,2,2,2,2,3,0.458257569,NA
"7709",3,9,"2.0","AS115",NA,"Female",3,3,3,3,2,3,2,3,3,2,0.458257569,NA
"7716",5,26,"4.0","IM244(Library Science);",NA,"Female",3,3,2,3,3,3,3,2,3,2,0.458257569,NA
"7727",3,12,"4.0","sport management",NA,"Female",3,3,3,2,3,3,3,2,3,2,0.458257569,NA
"7740",5,17,"2.0","Seni Reka Grafik Dan Media Digital",NA,"Female",3,3,3,3,3,2,3,2,3,2,0.458257569,NA
"7774",5,24,"4.0","Finance",NA,"Female",2,2,2,1,1,2,2,2,2,1,0.458257569,NA
"7775",3,9,"2.0","DIPLOMA IN SCIENCE","Male",NA,2,2,2,2,1,1,2,2,2,1,0.458257569,"Male"
"7790",5,5,"2.0","Pharmacy",NA,"Female",4,4,5,5,4,5,5,5,5,5,0.458257569,NA
"7837",3,10,"2.0","CS110",NA,"Female",5,4,5,5,5,5,4,4,5,5,0.458257569,NA
"7847",3,10,"4.0","CS110",NA,"Female",5,5,4,4,5,5,5,5,4,5,0.458257569,NA
"7873",3,9,"4.0","Diploma in science",NA,"Female",5,5,4,4,5,5,5,5,5,4,0.458257569,NA
"7876",5,24,"1.0","BA244",NA,"Female",5,5,5,4,4,5,5,5,5,4,0.458257569,NA
"7923",3,24,"3.0","BA 242",NA,"Female",5,5,5,5,5,5,5,4,4,4,0.458257569,NA
"7936",5,24,"4.0","International business","Male",NA,4,4,4,4,4,4,5,5,5,5,0.489897949,"Male"
"7970",5,23,"4.0","KAC220",NA,"Female",4,5,4,4,4,5,4,4,5,5,0.489897949,NA
"7986",5,23,"4.0","AC110","Male",NA,5,5,4,4,4,4,4,4,5,5,0.489897949,"Male"
"8001",3,10,"6.0","CS110","Male",NA,5,4,5,5,5,4,4,5,4,5,0.489897949,"Male"
"8002",5,15,"2.0","AM110",NA,"Female",5,5,5,4,5,4,4,5,4,5,0.489897949,NA
"8007",3,24,"4.0","Business Administration (Marketing)","Male",NA,4,4,5,5,5,5,5,4,4,5,0.489897949,"Male"
"8013",3,9,"2.0","AS203",NA,"Female",4,4,4,4,5,5,5,4,4,5,0.489897949,NA
"8017",3,9,"2.0","Polymer technology","Male",NA,4,4,4,5,4,5,5,4,4,5,0.489897949,"Male"
"8028",5,23,"4.0","Bachelor of Accountancy",NA,"Female",4,5,5,5,5,5,4,4,4,5,0.489897949,NA
"8035",3,10,"6.0","Cs144",NA,"Female",4,4,4,5,5,5,4,4,4,5,0.489897949,NA
"8037",3,23,"2.0","Accounting information system",NA,"Female",4,4,5,5,4,5,4,4,4,5,0.489897949,NA
"8043",3,9,"2.0","Diploma in science As 120",NA,"Female",5,5,5,5,5,4,4,4,4,5,0.489897949,NA
"8071",3,10,"4.0","CS110","Male",NA,4,4,4,4,5,5,4,5,5,4,0.489897949,"Male"
"8131",3,12,"4.0","Sport Science","Male",NA,5,4,5,4,5,4,4,4,5,4,0.489897949,"Male"
"8138",5,23,"2.0","Diploma in Accountancy",NA,"Female",5,5,5,4,4,4,4,4,5,4,0.489897949,NA
"8159",3,24,"4.0","Human Resource Management",NA,"Female",5,5,5,5,4,4,5,5,4,4,0.489897949,NA
"8173",3,10,"4.0","RCS245","Male",NA,4,4,5,4,5,5,5,4,4,4,0.489897949,"Male"
"8181",3,11,"4.0","Science Geomatic","Male",NA,5,5,4,4,4,5,5,4,4,4,0.489897949,"Male"
"8197",3,9,"6.0","Technology Polymer",NA,"Female",5,5,5,5,5,5,4,4,4,4,0.489897949,NA
"8201",3,24,"2.0","Marketing Management",NA,"Female",5,5,4,4,5,5,4,4,4,4,0.489897949,NA
"8219",3,9,"1.0","Applied Chemistry",NA,"Female",5,5,5,5,4,4,4,4,4,4,0.489897949,NA
"8245",3,11,"4.0","Diploma in Geomatic Science AP120","Male",NA,4,3,3,3,3,4,4,4,4,4,0.489897949,"Male"
"8258",5,26,"2.0","Pengurusan perpustaakaan dan maklumat ( IM244 )",NA,"Female",4,3,4,3,3,3,4,4,4,4,0.489897949,NA
"8274",5,26,"4.0","Diploma in Library Management",NA,"Female",4,3,3,3,4,4,3,4,4,4,0.489897949,NA
"8315",3,12,"2.0","Diploma In Sport Studies","Male",NA,3,4,4,4,3,3,3,4,4,4,0.489897949,"Male"
"8326",5,26,"2.0","Library management",NA,"Female",4,4,4,3,3,3,3,4,4,4,0.489897949,NA
"8337",3,12,"4.0","SR243",NA,"Female",4,4,4,3,3,3,3,4,4,4,0.489897949,NA
"8345",3,9,"2.0","Bachelor in marine technology","Male",NA,4,3,3,3,3,3,3,4,4,4,0.489897949,"Male"
"8366",5,24,"2.0","Diploma In Office Management and Technology",NA,"Female",4,3,3,3,4,4,4,3,4,4,0.489897949,NA
"8368",5,23,"3.0","Bachelor in accounting",NA,"Female",4,3,3,3,4,4,4,3,4,4,0.489897949,NA
"8417",3,10,"1.0","Cs110","Male",NA,4,4,3,3,3,4,4,3,4,4,0.489897949,"Male"
"8486",5,26,"3.0","Library Management",NA,"Female",3,4,3,4,4,3,4,3,4,4,0.489897949,NA
"8502",5,23,"2.0","Diploma in accountancy",NA,"Female",4,4,3,3,4,3,4,3,4,4,0.489897949,NA
"8505",3,12,"3.0","Sr245","Male",NA,4,4,3,3,4,3,4,3,4,4,0.489897949,"Male"
"8509",3,10,"4.0","CS110",NA,"Female",4,4,3,3,4,3,4,3,4,4,0.489897949,NA
"8535",3,12,"4.0","SR113","Male",NA,4,4,3,4,3,3,4,3,4,4,0.489897949,"Male"
"8543",3,12,"2.0","SR111","Male",NA,4,4,4,3,3,3,4,3,4,4,0.489897949,"Male"
"8551",3,12,"4.0","RSR 111",NA,"Female",4,4,4,3,3,3,4,3,4,4,0.489897949,NA
"8564",5,24,"4.0","BA242","Male",NA,4,3,3,3,3,3,4,3,4,4,0.489897949,"Male"
"8587",3,11,"2.0","Sains Geomatik","Male",NA,4,4,3,3,4,4,3,3,4,4,0.489897949,"Male"
"8593",3,12,"4.0","SR243",NA,"Female",4,4,3,3,4,4,3,3,4,4,0.489897949,NA
